,id,description
356,Prichard’s Rye ,"[': A root beer float with vanilla ice cream. The rye spice notes are mellow and understated – instead of cinnamon red-hots and sharp star anise, there is a warm spice glow like mulled wine. There are also assorted rooty extract notes that I’m not qualified to identify. The overall impression is sweet and herbal. After a lengthy rest in the glass, sweeter notes like candy corn and taffy come out.', ': Thin body. A faint banana note plays with dusty cinnamon and clove. Very moderate tongue burn. A little on the dry side.', ': Dry and herbal. Ginger. A little bitterness emerges on the fade-out, which is mostly charcoal.', ': A little water wakes up some of the expected rye spice notes (clove, nutmeg), but that’s about it. I’d consider the water to be optional.', ': Well, I like it better than ']"
357,Rebel Yell Small Batch Reserve Bourbon ,"[': Shy, with very faint tropical fruits (kiwi, guava) and “fruit punch” bubble gum. Very light, otherwise, with few of the common bourbon characteristics.', ': Thin body. Bubble gum again, with rich coconut. Followed by stale chocolate nibs, hazelnut, and dusty spice cabinet (like cinnamon so old it’s lost the taste of cinnamon).', ': Short. Some oaky tannins, a hint of charcoal, faint vanilla, and a cloying “fake” processed corn syrup note.', ': Water does not noticeably change the aroma. It might bring out more bubble gum on the palate. No need for water with this one.', ': Disappointing from start to finish. Reminds me of ']"
358,Redbreast (12 year) Cask Strength Irish Whiskey ,"[': Poignant alcohol tickle, making it difficult to get an accurate nosing. After a rest in the glass, I get a blast of coconut milk, cinnamon, honey-sweetened iced tea, and vanilla. In fact, it has all the ingredients of a chai latte. Several more minutes of resting benefits the dram significantly, revealing soft maltiness, subtle lemon, and sugary vanilla icing.', ': A torrent of coconut and spice is followed by mouth-numbing concentrations of alcohol. When the haze clears, I get warm notes of brown sugar, caramel macchiato, a metallic twinge of copper (like licking an old penny), and a peppery herbal twist.', ': Mildly bitter, and of medium length. The coconut shows itself and fades, followed by black pepper, almond skins, vanilla saltwater taffy, and finally some charred oak.', ': Water brings out the sweetest notes in the nose – mostly vanilla ice cream and processed (white) sugar. It does the same to the palate – softening the rougher edges of the alcohol. It makes the dram sweeter and easier to drink (a plus), but reduces the complexity and totally washes out the coppery oily meaty notes (a minus). Your choice!', ': A powerhouse dram of Irish whiskey that’s more Flogging Molly than The Irish Rovers. At once hectic and well-packaged, it demonstrates the intense concentration of flavor possible at cask strength while also showcasing the finer notes of damn fine pot-still Irish whiskey. If single-malt scotch is a refined sporting gentleman, this dram is a bare-knuckle boxing Irish dockworker with a dozen pints in him. If you like Redbreast 12, you’ll like this better. If you don’t care for cask-strength or robustly-flavored whiskey, stick with the ']"
359,Redbreast (12 year) Irish Whiskey ,[]
360,Redemption Rye ,"[': Eucalpytus, which shows up sometimes in young rye. Deep underneath there is a small cache of mulling spices (cinnamon, clove) and something that might be caraway. Not too much nose tickle, even at 46% ABV.', ': Thin body. Minty. The rye grain is lively, with a little sweet maltiness. Mostly, though, it’s eucalyptus and cinnamon. Very ‘smooth’, though, with very little tongue burn.', ': Medium-short. Some greener vegetal notes; grassy. Caraway again, fading with a hint of fresh cherries and almond extract. Not bitter.', ': Water adds more nose tickle than I like. I don’t see any reason to add water to this.', ': While it’s an unobjectionable sip, I think the value of young LDI/MGP rye like this is to serve as the brown spirits in classic American cocktails. There are much more complex ryes for sipping (']"
361,Rittenhouse Rye 100 Proof ,[]
362,Rowan’s Creek Bourbon ,"[': Sweet, unctuous bourbon with a corn-heavy sweetness up front, and a dense oak profile. After a rest in the glass, it’s still fairly shy.', ': Medium bodied. Powerful tongue burn, as expected for 100 proof. Oaky, with a dark sappy sweetness and a heavy dose of concentrated rye spices. Reminds me a bit of ', ': Medium long. A continuation of the oak-dominated sweetness from the palate. Fades gradually without evolving.', ': Several drops of water seem to have no effect on the aroma or palate. They do add a welcome nuttiness to the finish. Water optional, but not a terrible idea.', ': Despite the deceptive complexity of the oak-derived flavors (resin, sap, oak tannin, etc.) there isn’t much else going on here. The dose of rye spice is patchy and inconsistent, and the sugar notes are one-dimensional. This is certainly better than most $20 bourbons, but I don’t think it quite stretches to the $35 ones. For example, I would much rather drink ']"
363,Royal Lochnagar (12 year) ,"[': Grain-forward (puffed barley), lemon peel, fresh banana, airy with light fruits and mild floral perfume. A rest in the glass only intensifies the banana notes. I don’t know what banana flowers smell like, but I’d guess it’s something like this.', ': Thin body. Some vanilla sweetness and coconut water, tame tongue burn, and a dry austere nuttiness, like unsalted raw almonds. Fresh, though. It reminds me of those scented candles that say “Fresh Laundry” or “Fresh Air”.', ': Short. A reprise of the palate notes, but with a bit of mouth-drying tannin and a wash of mild bitterness. Gone in an instant.', ': A few drops of water seem to dampen the aroma, and also increase the nose tickle (it wasn’t noticeable before). The palate is a bit washed-out. At 40%, this needs no additional water.', ': I mean, it’s OK. A very standard Highland malt from a very standard (likely refill) combination of sherry and ex-bourbon casks. Even at 12 years of age it has little maturity or development and zero complexity. The only off-note is the bitterness on the finish, but it’s not balanced by any interesting characteristics. A disappointment for more than $25. Not something I would bother to carry back to the US on a plane (or pay shipping from the UK!).']"
364,Russell’s Reserve (10 year) Bourbon ,"[': Nutty. Furniture polish, marzipan, butter toffee. Mostly, though, it’s furniture polish. A rest in the glass sweetens up the aroma a bit, with some buttercream frosting and better balance.', ': Thin bodied. Moderate tongue burn. The first impression is of honey-roasted peanuts, or candied almonds. Then, the woodsy notes arrive with more furniture polish and oak sawdust.', ': Medium-long. Nutty, and mostly without bitterness. A reprise of the butter toffee and finishes nicely with a very pleasant frosted cinnamon-bun flavor.', ': Several drops of water wake up the nose a bit, but fail to change the component aromas or overall balance. The palate seems a little thicker, but more muddled. The finish is tarter, and there’s more rye-delivered cinnamon and clove notes, which also come across when this is used to make cocktails. Water (or ice) totally optional when sipping.', ': I can’t find much to recommend this over any other bourbon in a +/- $20 range. It’s better than your bottom-shelfers, but it suffers from a lack of robustness and an unfortunate leaning towards the “furniture polish” side of oakiness, rather than the “buttery sweet” side. The rest of my bottle made a series of totally acceptable Old Fashioneds, but then that’s pretty much true of any bourbon over $20 a bottle (and a few under that). If you’re a huge fan of Wild Turkey’s focus on cereal notes, you might consider this a worthwhile upgrade.']"
365,Ryan and Wood Straight Rye ,[]
366,Sagamore Spirit “Calvados Finish” Rye ,"[': Ah yes, no mistaking the calvados. Sticky dried apples, oaky brandy, and a smattering of rye spices. This smells exactly like mulled cider, if mulled cider were 101 proof. There is a lot of nose tickle, but the aromas are also robust and deep. ', ': Medium body. Sweet, with oaky vanilla, thick slices of dried apple, marshmallow, and a sachet of mulling spices. It tastes just what the aroma promised, and the tongue burn is moderate. Yum.', ': Medium-long. A little barrel char – slightly bitter – takes over, and the finish becomes dry. Ghosts of clove, cinnamon, cardamom, and a touch of anise (black licorice) linger.', ': A few drops of water refresh the aroma, which had been flagging after a rest in the glass. The water doesn’t, however, add anything new. The palate seems a little thinner. I would only suggest using water with this if it seems too hot to you, or if you want to experiment with the proof.', ': This is exactly what I thought I would be getting when I read the label. It uses Sagamore Spirit’s well-chosen and well-blended MGP rye as a kind of sweet-and-spicy canvas for the delectable apple notes from the apparently very active calvados cask. We’re not talking about a faint wisp of apple here. Apple is center-stage and unlike some cheaper apple brandies, the fruit comes through clear and concentrated.']"
367,Sagamore Spirit Cask Strength Rye ,"[': Cherry syrup with aromatic bitters. The deeper into the glass you go, the more the cherry turns sweet and syrupy, like a cordial. Rye spices (cinnamon, clove) are present but restrained. Almost-astringent wood extracts are prevalent, suggesting heavy oak influence.', ': Syrupy body. A strong tongue burn is accompanied by those heavy astringent oak flavors, along with mouth-drying tannins. After the burn, delectable cherry syrup returns, along with walnuts and some molasses-y wood sugars.', ': Medium length. The finish is true to the palate, with more of the same. There’s an additional note of balsamic vinegar but no other evolution. Fades without bitterness.', ': The addition of several drops of water initially release a pleasant maple sugar note and additional nuttiness (hazelnuts). The water also mutes the nose tickle a bit, making it easier to detect aromas. The palate also becomes silkier, and the burn is muted. I heartily suggest adding water to this. In fact, experiment with various amounts to see how it changes. When I proof it down to approximately 48% and then (important!) give it a brief rest in the glass, the aroma becomes far more floral and fruity, the liquid is easier to taste and has less overpowering oak, and there’s a new stone fruit (peach?) flavor on the tongue. Try it!', ': Straight out of the bottle, this seems to be ALL about the oak, with only passing reference to rye. The cherry notes are deep, dark, and very tasty, but there isn’t a lot of complexity otherwise. That said, this is one of the most reactive whiskies I’ve had to various amounts of water. It seems like each additional splash of water reveals different flavors. That’s where the complexity is hidden, you just have to do a little work to unlock it.']"
368,Sagamore Spirit Rye ,"[': Soft, grain-forward rye. Reminds me of ', ': Thin body. Tannic, with a lot of wood up front. Basically no tongue burn. The rye spices return, now accompanied by pliable fresh cinnamon sticks, dried cherries, and dark brown sugar. Tasty.', ': Of medium length. Spices, of course: rye to the end. The cherry notes verge a little close to cough syrup before fading.', ': Several drops of water increase the nose tickle but don’t seem to release new aromas. The water also seems to thin the body. I don’t think this rye needs water.', ': A very tasty rye with all of the classic elements of that grain. The spices are especially well-balanced because the grain notes are soft and rounded, so the spices complement them rather than standing out or tasting “spicy”. Basically no rough edges or off-notes. This “sweeter style” can be attributed to the blending in of low-rye (aka half corn) spirit.']"
369,Säntis Dreifaltigkeit (Cask Strength Peated) Single Malt Whisky ,"[': Smoke, in an umami, soy-sauce style. Toasted seaweed (Nori), smoked salmon, roasting meats, etc. Very savory, and very complex. Note that the peat is not strong or overwhelming, it’s simply the dominant note in a mildly-aromatic whisky.', ': Thin body. Not much tongue burn considering the high ABV. Much stronger smoke. Alderwood smoke, with a sweet edge. This takes like liquid smoked salmon, and not the weak grocery store salmon, no, this is a serious hot-smoked mess.', ': Guess what? Smoke. Slight charcoal, but not bitter. Mostly just a reprise of the salty-smoky notes from the aroma.', ': Water doesn’t seem to have an appreciable effect, aside from reducing the strength. Wholly optional.', ': Wow. This is the single strangest peated malt I’ve ever tasted. All of the peat notes are specifically and only related to salty smoked meats (salmon, barbecue, etc.) There is a hint of the ocean/seaweed, but the overall impression is of liquid smoked salmon. If that sounds good to you (it does to me!), then this is a Must Try. If it sounds gross, then by all means skip it. Also, you’re not alone: A quick perusal of online reviews show that this whisky is very polarizing, with a lot of “This is the worst whisky I’ve ever tasted” type of reviews, and also some very positive reviews. This is not your standard peated whisky, but it is an education. Alas, good luck finding a retailer… I found a Dutch whisky shop with this in stock, but it would have cost $89 in shipping to the US alone!']"
370,Sazerac Rye ,[]
371,Scapa (16 year) ,"[': Briny. Sugar cookies and vanilla saltwater taffy. Very floral – honeysuckle. Elegant. It rewards a lengthy pondering by evolving more depth – not so much new aromas. It definitely reminds one of the sea – briny air, seaweed washed up on shore, and driftwood drying in the sun.', ': Light in body and flavor, but focused – a nuttiness like salted cashews, and distinct vanilla and malt (which continues to show as sugar cookies and saltwater taffy).', ': Light and of medium length. Vanilla bean and fresh dairy cream. Elegant to the last, and devoid of bitterness.', ': A surge of banana (ugh), but that fades and reveals syrupy melted ice cream. Definitely try it with a few drops.', ': Quite good. Scapa is light in nature, but delivers surprisingly deep and complex variations on the theme. Not just vanilla, but rich, roasty vanilla. Not just taffy, but briny, homemade saltwater taffy. Not just a good sipping malt, but elegant and accomplished from nose to finish.']"
372,Sheep Dip ,"[': Astringent note of lemon furniture polish assaults the nose first, with a musty overtone. By God this actually smells like sheep dip (or more likely sheep as my memories of sheep-related smells are in the distant past). No, that’s not a good thing. Lanolin (another sheep-related smell) and dry fungal – almost sulfury – malt arrive next. A rest in the glass dissipates these, leaving some pretty standard ex-bourbon notes of light caramel, nougat, honey, and vanilla.', ': Thin-bodied. Sweet malty notes of caramel and toffee join black licorice and root beer after a short tongue burn.', ': Short. Licorice again, and a fading bitterness, including some oaky mouth-drying tannins. Fades without much else.', ': A few drops of water make the licorice/anise note more piercing, now smelling more like cardamom. Other than that, no change except for a slightly sweeter root beer note on the finish. I don’t see a reason to bother with water for this dram.', ': Boy howdy, those are some awful notes fresh out of the bottle. I highly recommend letting this one sit for a bit before getting it anywhere near your olfactory senses. Once you do though, you risk being thoroughly bored by this mediocre-at-best assortment of ex-bourbon malts. I can find nothing to recommend this particular blended malt, and the sheep association in the name does it no favors, ']"
373,SIA Blended Scotch ,"[': Honeysuckle, lavender, sprouted grains. Soft. Some light toffee. A bit grainy – a touch heavy-handed with the youngish grain? After a rest in the glass, there is a dose of crushed vanilla bean and the stuff in the center of Cadbury Creme Eggs.', ': Awesome creamy mouthfeel. Milky and very very soft. A feather-light alcohol burn (although overused, the word ‘smooth’ comes unbidden to mind). More sweet caramelized sugars, vanilla crème brûlée, and a little vodka.', ': Medium-long. Malted milk balls. Fades with marshmallow, apple juice, walnut skins, and marzipan.', ': Water brings more vanilla cake frosting to the nose, but flattens out the rest. If anything, it makes the palate sweeter – Mexican wedding cookies? I would say you can take or leave the water with this one. It certainly will support mixing in cocktails, especially at this proof.', ': This reminds me of ']"
374,Smokehead ,[]
375,Smooth Ambler Old Scout American Whiskey ,"[': Antiseptic up front, with high notes of mango, tutti-frutti, and “0% fruit juice” bottled fruit punch. A rest in the glass dissipates those antiseptic notes, leaving a nose-piercingly tart assortment of energetic fruits. The 99 proof strength does come through, so don’t stick your nose too far in the glass.', ': Thin body (strange for a “bourbon”). More fruit punch, with some corn syrup sweetness and processed candy flavors. Plastic-y.', ': Medium-long. Warming. Echoes of the omnipresent fruit, faint wood, and a tinge of menthol/mint at the end.', ': Several drops of water have little effect on the aroma. The water adds a little much-needed balance in the mouth, with a little more oaky/caramel sweetness and a suggestion of rye spices. Water is not needed here, but doesn’t hurt anything.', ': Uhh. What probably started out as decent 9 year-old MGP bourbon is ruined by the fake-fruit overly-young Tennessee whiskey. I don’t care that a rejuvenated cask was used, nor do I care about the lack of a “bourbon” label. I care about too-young whiskey being blended into a product to spread out stock or lower its price… especially when that price is still nosing above the magical $30 level. I’ve tasted ']"
376,Sonoma County Distilling Co. Cask Strength Bourbon No. 2 ,"[': Yuge! Big aromas of oily, grassy, farm-distilled whiskey. You can almost smell the big, clanky, greasy alembic still. Rough, but complex and challenging. As a wheated whiskey, the aroma skews towards molasses and green grass (a young high-rye whiskey would skew towards pine/eucalyptus) but there are unusual notes of resin, tobacco, and cocoa nibs. Obviously young, but characterful and interesting.', ': A wave of weird-but-good flavors greet the tongue: Chocolate. Coffee. A grassiness verging on peat. Banana. Then the 53% ABV burns a layer of skin off of the tongue. After the tears clear, individual notes of green grass, raw sugar cane, and ripe banana dominate.', ': Medium-short. A bit muddy. Dry. Oaky tannins dry the walls of the mouth, but no individual notes are distinguishable.', ': Several drops of water add a licorice note to the aroma, but tone down the other oily/industrial notes, leaving the grassy ones. The palate is less fiery (slightly). Very slightly. Ok it still hurts. Water optional here – I don’t think it adds anything of particular value, but you might desire to water it down to a more tolerable drinking proof. I won’t judge.', ': This reminds me a lot of ']"
377,Sonoma County Distilling Co. Cask Strength Cherrywood Rye ,"[': As a young rye, I expect grassiness and mint, eucalyptus, or pine notes. There is grassiness, but instead of pine I get a mild woodsmoke, cherry blossoms (ahh, the power of suggestion), heavy oak, and maraschino cherries. Potent, but not especially hot. There is also the required assortment of spices – mostly cinnamon here. ', ': Thin body. Tart cherries up front, followed by a heavy tongue burn. I can’t tell if the smoke is from the cherrywood or from my singed tastebuds, but smoke there is. Oaky tannins, vanilla, cherry syrup, and herbal grassiness (now there’s eucalyptus).', ': Medium-long. Some elements of cocktail bitters appear – bitter cherry and medicinal herbs – and burnt sugar or molasses. It does indeed taste somewhat like a high-proof smoked Manhattan.', ': A splash of water adds sooty smoke to the aroma, dulls the burn on the palate (a little), and maybe provides a touch more fruit on the tongue and finish. Water does not hurt, but if you paid for cask strength, you should at least try it at cask strength first.', ': A success. Unlike some fruitwood-smoked whiskies, this one is both heavily influenced by the cherrywood smoke and also fully in balance with it. The typical “young rye” grassy notes are present but very understated, the barrel proof provides just the right amount of oak, and the Manhattan-esque flavors feel emergent, not forced. There are a few rough edges, and I can’t help but wish for another two or three years in oak, but I’m happy with the purchase, and looking forward from more from the distillery.']"
378,Sonoma County Distilling Co. Single Barrel Rye ,"[': Sweet! fudgy (maple fudge or blonde fudge). Round, and not overtly “rye”… in other words there is no heavy vegetal, pine, or eucalyptus element, and the soft sweet notes take center stage. At cask strength, the aroma is strong and decadent, with no detracting qualities at all. Reminds me of all of the things I love about ', ': Thin body. Ahh! There’s the pine. It’s nicely balanced against caraway, lightly-sweet new oak (vanilla, brown sugar), and sweet cream. The tongue burn is intense. After it subsides, notes of juniper, hazelnut, rose water, and nougat pervade.', ': Long. Some elements from the aroma return (maple fudge) as well as from the palate (nougat). This fades without bitterness.', ': A couple of drops of water reveal more vegetal (pine/juniper) notes in the aroma. The tongue burn is lessened, however, and may be a tad sweeter. Water is optional with this one.', ': I’m very curious if the successes of this rye translate to the regular batched versions of the distillery’s ryes, or if this particular cask was stand-out. The fudgey, round, flawless façade of the aroma contrasts nicely with the grain-forward-but-complex flavors on the tongue. The finish is basic, but doesn’t detract. Overall, this is a highly successful craft rye for a highly craft price. If you live in the area or plan to visit Sonoma, at least visit the distillery.']"
379,Sons of Liberty: Battle Cry ,"[': Honey-sweet, with milk chocolate, oatmeal cookies, and heavy oaky vanilla. There are bourbon-like charcoal notes, but the balance is between malty cereal notes (like a Speyside single malt) and big oak-derived aromas.', ': Heavy bodied, with a few nutty flavors (toasted almonds) and more malty grains. Some marshmallow, and a heavy dose of oaky tannins. A bit of clove. Very bourbon-like.', ': Medium-long. Candy-corn (honey), toasted oats, stale spices (clove, nutmeg), fading with marshmallow and a dark cacao nibs.', ': A few drops of water wake up some vegetal notes – menthol or eucalyptus primarily – making this suddenly smell like a young straight rye. The palate is a little thinner, but the finish is more lively and almost has a bare hint of tropical fruit (green banana). A little water’s not a bad idea with this one.', ': This drinks like liquid oatmeal cookies. A nice balance of clear-cut cereal grains with (almost) heavy-handed new oak. Like most American single-malts, this is more like bourbon than scotch, certainly because of the use of new charred oak. That said, this one stands out in the crowd due to its spot-on cereal notes, which could be because of the attention paid to the wort/wash. Currently, Sons of Liberty products are only available in the US Northeast. Here’s hoping their distribution becomes wider!', ': Wash tasting.']"
380,Sons of Liberty: Hop Flavored Whiskey (Seasonal) ,"[': Piercing notes of grapefuit juice, pine sap, and orange peel. Very perfumed, with fruits and florals in dizzying number. Not particularly bitter (yet), but very strongly reminiscent of the scent of a freshly-poured draft IPA. The whisky notes are overshadowed by the hops, but there is a biscuity, fruitcake-like depth to the aroma.', ': Sweet. Medium-bodied, with hops notes that are at first strongly bitter, and then calm down and become familiar – pine resin, lemon peel. There is a slight undercurrent of pale malt and vanilla, but as an afterthought.', ': On the short side. Surprisingly not bitter. Some of the fruit notes linger, becoming jammy. Fades with pine, lemon.', ': Oddly, a few drops of water seem to mute the hop notes, leaving not a whole lot behind. I would definitely not add any water to this. Out of curiosity, I tried a dram of this on ice and found the same thing – the hop notes are very muted and without them, there isn’t much else going on. I would either drink this neat or use it to create a subtly hop-infused whiskey cocktail.', ': There is no question that the hop character is fully and prominently displayed, with all of the full range of hop-derived flavors and aromas but amplified and carried by the alcohol, to the point that the whiskey itself is little more than a vehicle for the distilled, concentrated essence of IPA. Surely this was the point, and it’s one of the more successful flavored whiskies I’ve tasted. I’m very glad that the “flavoring” of this whisky is restricted to the use of hops, rather than the type of sugar-laden syrup that other flavored whiskies suffer from. I suggest that if you come across a bottle of this and you’re a fan of hoppy beer that you buy it just for the novelty of it. You won’t be disappointed by the quality, even if you’re not really sure what to do with a hop-flavored “whiskey”!']"
381,Sons of Liberty: Uprising ,"[': Drier than ', ': Thick bodied. Again, heavy roasty notes of coffee and dark chocolate. Heavy dark bread (pumpernickel). Dusty. Toasted walnuts. After awhile, there’s a note of cinnamon and vanilla, like Mexican-style hot chocolate.', ': Medium-short. Crunchy dark chocolate-covered coffee beans, and a slight bitterness like strong brewed coffee. Fades quickly.', ': A few drops of water seem not to affect the aroma, but thin the palate. As with Battle Cry, the finish is a bit livelier, with a hint of that cherry coming through, but I wouldn’t bother with water with this one.', ': This is good, but not quite as successful (for me) as Battle Cry, which is better balanced. That said, Uprising is true to its roots, with very clear roasty notes of coffee and dark chocolate, just like you’d expect in a stout beer. There is not quite enough sweetness to balance the bitter, nor quite enough malty cereal notes or fruit to balance the heavy toast of the malt. I’m also missing the new oak, which is probably hiding beneath those coffee notes.', ': Wash Tasting.']"
382,Speyburn (10 year) ,"[': Yeasty. A sour note – like young white wine. A hefty dose of vanilla. More character than the younger Bradan Orach. After a rest in the glass, it becomes more overtly floral.', ': Creamy texture. A wave of vanilla bean up front, subsiding to reveal soft grains, sugar cookies, and… well, that’s it.', ': Short. The wine flavor returns – here grape skins – with a slight tannic quality. Not particularly bitter, but there is a dry “vodka-esque” note on the fade-out.', ': A few drops of water draw out a little sweetness in the nose, and a larger dose of florals. The mouthfeel suffers a little, but that sweetness continues on through the finish. A few drops of water are a good idea with this dram.', ': This is a step up from the NAS release Bradan Orach in both potency and quality. There’s nothing here to warrant recommending this bottle over any other similar Highland malt, which sounds like a criticism, except that Speyburn is wisely priced to compete not against other, better, single malts, but instead against inexpensive – and abrasive – blends. While it could be argued that some of the better $20 blends are superior, it’s impossible to argue that this isn’t a great value. If you’re trying to decide between Speyburn 10 and Bradan Orach, know that for $3 to $5 more, the 10-year is about 50% better. Also, Speyburn, nice move bottling this at 43% ABV. That extra potency shows.']"
383,Speyburn Bradan Orach ,"[': Malty caramel and a distinct green apple note. A tad yeasty. There is no denying the youth of this vatting from the aroma, but the effect is not off-putting or overly harsh. Deeper in there is a hint of vanilla. After a rest in the glass, the nose gets a little thin.', ': Thin body – almost watery. Moderate tongue burn. Sour apple, unripe cherries, sugar cookie, and a slight tannic woodiness. The flavors are skewed towards the sour in an “unripe” way. Alas, too dry to be well-balanced.', ': Short. Sparse, but slightly sweet, like a touch of honey in green tea. Not bitter, but there is a fading sense of grassiness.', ': A few drops of water release a ghost of barley grains on the nose, and add ever so little sweetness on the tongue. Unfortunately, you pay for it with a distinct acetone note on the finish. Euchh.', ': The nose is gentle and expressive for such an undoubtedly young vatting. The body and finish don’t quite live up to the promise. A bit more sweetness or roundness on the palate would warrant a higher rating, although it would probably be more expensive if that were the case. It’s pretty hard to pass judgement on a $15 whisky. It’s certainly not bad, and is almost (almost) as good as the relatively pricier ']"
384,Springbank (10 year) ,[]
385,"Springbank (10 year), Revisited ","[': Green apple, lime juice, juicy green pear. Delectable, but with limited peat presence.', ': Thin but silky body. Mild tongue burn. Drying vegetal (grassy) tannins with a bit of resinous (piney) peat. The overall impression is still fruity. Some charcoal.', ': A lot of charcoal, but not too bitter. Green apple skins. Cucumber water. Fades quickly, but lingers with that pine-flecked peat.', ': A few drops of water brighten up the aroma but don’t add anything new. Palate texture is unaffected, although the burn is tamed. Water optional.', ': A very tasty, mild-peated malt with a surprising amount of fruit. Very well-balanced. I wish other single malts had this kind of balance and quality at 10 years of age.']"
386,Springbank (15 year) ,"[': Much clearer sherry character than the younger expressions. Here, though, it is heavily sulfurous – of the “rotten eggs” variety – to the point of distraction. There is some typical sooty Springbank peat and doughy malt behind the sherry, but without the stage presence of the ', ': Thin-bodied. Peat-forward, with soot, char, and jam. Hot for 46%. The sulfur peeks through in places.', ': Earthy, with charry peat and lingering mixed fruits (Cherry? Berry jam?). Fades with dried cranberries and vague peat.', ': Water – God help me – only intensifies the sulfur.', ': It’s really hard for me to speak intelligently about this Springbank when the only olfactory memory in my head is that of a composting outhouse I once experienced that smelt strongly of sulfur. You hear of whisky smells transporting you to places and times … that can also work to the detriment of the imbiber, it appears, as I am transported by this whisky back to that one particular outhouse. This is, after hundreds of whiskies, the first time I’ve really been affected by sulfur notes in a whisky. This one is bad, though. I would return this bottle if I had purchased it for any price.']"
387,Springbank 100 Proof (10 year) ,[]
388,St. George Single Malt American Whiskey (Lot 10) ,[]
389,St. George Single Malt American Whiskey (Lot 17) ,"[': Intensely, meltingly sweet and perfumed. It smells exactly like ', ': Thin body. ', ': Of medium length. Cherry liqueur again, plus lemon verbena, black tea, bittersweet cocoa, and faint green tobacco. Finishes abruptly without evolving.', ': A few drops of water seem to dull the aroma, and brings nothing new to the palate. Don’t bother with water here.', ': A distinct and utter pleasure. St. George is adept at using a canvas of familiar-but-mysteriously-different malt and painting a masterpiece of fruits and flowers and sweets through the use of various casks. While it has a number of scotch-like attributes, it ends up tasting undeniably of St. George, and distinctly non-Scottish. I cannot get over how perfumed the aroma is, with a fruit-and-flowers intensity that I rarely encounter in a whisky of any nationality.']"
390,Stagg Jr. Batch #9 ,"[': Plum wine and cherry jam. Chewy dark chocolate-covered cherries and ', ': Thin body. Burns like vengeance. Burns like a woman’s scorn. Burns like a solar coronal mass ejection. What’s left of my taste buds emerge, battle-scarred veterans, to detect cherry juice, pomegranate, and antique oak furniture polish.', ': Long. More fruit but masked by a hazy wood smoke. A little drier now, with cocoa nibs and coffee grounds. Fades with bittersweet chocolate and a tinge of salted caramels.', ': Oh God yes, give me water. A hearty splash of water initially mutes the aroma, and then reveals a little peanut butter and chocolate. My mouth still burns like Old Testament fire and brimstone… consider that you would need to drown this in water to get it anywhere near an easily-drinkable 50% ABV.', ': Holy Hand Grenade, this is a bourbon for the ages. Everything I like about bourbon – big wood, big fruit, big spices – served up at a white-hot 65.95% ABV. I have exactly no bad things to say about this bourbon, except that I am physically unable to fill my cabinet with bottles of it due to limited inventory, and the next batch may or may not meet my now-lofty expectations. This is definitely a challenge to drink, and fits the classical definition of “too hot”. If avoiding alcohol burn is high on your list you should probably avoid this one (just like ']"
391,Starward Nova Single Malt ,"[': Resin and balsamico, which quickly resolve into red grape and pomegranate. The malt is present, but in the background: providing a floor of malty sweetness and a mild nutty grain note. Pleasant and aromatic. A rest in the glass adds more sweetness, and a layer of cake frosting.', ': Thin, and very tannic body. Instantly mouth-drying. The tongue burn is negligible, almost nonexistent. A reprise of the aroma notes – red berries, port wine, and balsamic vinegar with a vague malt/grain backdrop.', ': Of medium length. A surprising dark chocolate note appears, which is downright delectable next to all that port and balsamic. The finish is very tannic, very mouth-drying. It doesn’t evolve much, but with that lovely chocolate note it doesn’t need to.', ': Now that chocolate is in my head, it’s all I can smell. The water might have revealed it, or my brain did. The water might be picking out a few extra fruit notes: kiwi fruit, coconut water. I suggest trying this without water and then with just a few drops to see how it changes for you.', ': I’m very happy with this dram. The price is acceptable, considering how far it has to travel to reach shelves near me. The flavors are competent and even exciting in places, and there are no off-flavors. It has a very successful sweet-dry balance, and the red wine barrel components are shockingly well-adapted (which is rare, especially considering the full-term maturation in red wine casks). If you’ve never had whisky from the region, Starward Nova is downright the easiest way to do so, and it’s tasty to boot.']"
392,Strathisla (12 year) ,"[': Round, warm honey notes. A touch hot for 40% Abv. Orange blossom and honeysuckle. Very floral – reminds me of ', ': Thin body. Bakery treats and floral honeys dominate, with very little tongue burn. Very drinkable, and no off-notes.', ': Short. A bit of oaky tannins, and some fading nuttiness – cashew? – with only a subtle bitter note. Falls a little flat, becoming two-dimensional and stale. ', ': A few drops of water open up some tropical fruits on the nose – kiwi – without losing anything. This extra tart note is welcome. On the tongue, it does suffer a bit of wateriness. The finish is unchanged. Water optional, but use very sparingly.', ': It starts promisingly, with full honey notes and a stable of floral notes that compares favorably with similar styles like The Balvenie. The dimensions begin to fall away on the tongue, and into a disappointing finish. Still, a very drinkable easy-going malt with few overt flaws. I would buy this happily around the $35 mark, but would regret paying $50.']"
393,Suntory Toki Japanese Whisky ,[]
394,Talisker (10 year) ,[]
395,Talisker (18 year) ,[]
